job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level
Data Analyst,Mid,Contract,L,FR,FR,Media,0,7.0,Self-taught
Data Analyst,Senior,Full-time,L,CA,CA,Manufacturing,50,11.2,Masters
Data Scientist,Entry,Full-time,S,DE,DE,Technology,50,4.4,Masters
Data Engineer,Entry,Part-time,M,US,US,Technology,50,4.8,Masters
Machine Learning Engineer,Senior,Contract,L,US,US,Finance,0,12.0,Bachelors
MLOps Engineer,Entry,Full-time,L,SG,PL,Consulting,100,2.6,Masters
Machine Learning Engineer,Mid,Full-time,M,NL,NL,Technology,100,3.4,Bachelors
Machine Learning Engineer,Senior,Full-time,M,US,US,Healthcare,100,9.3,Bootcamp
Data Scientist,Lead,Full-time,S,IN,IN,Education,0,16.9,Bootcamp
Data Analyst,Senior,Part-time,L,US,US,Healthcare,0,7.3,Bootcamp
Data Engineer,Mid,Contract,M,IN,IN,Healthcare,50,3.6,Bachelors
Data Scientist,Lead,Full-time,S,IN,IN,Retail,0,14.2,Masters
Data Analyst,Mid,Full-time,L,US,US,Healthcare,50,8.2,PhD
Data Engineer,Lead,Full-time,M,US,US,Healthcare,50,14.0,Masters
Data Analyst,Mid,Full-time,S,US,US,Education,0,4.3,Bachelors
Data Analyst,Mid,Full-time,L,US,US,Finance,0,2.7,Bachelors
Analytics Engineer,Senior,Full-time,S,GB,GB,Consulting,100,8.9,Bootcamp
Data Engineer,Senior,Full-time,L,DE,IN,Retail,0,8.5,Masters
Data Engineer,Senior,Full-time,S,US,US,Technology,0,9.7,Masters
Analytics Engineer,Entry,Contract,M,US,US,Consulting,50,4.0,Bachelors
Analytics Engineer,Entry,Full-time,L,DE,DE,Energy,0,2.0,PhD
MLOps Engineer,Senior,Full-time,M,GB,GB,Technology,100,7.7,Bootcamp
AI Engineer,Entry,Full-time,S,US,US,Finance,0,3.8,Self-taught
Data Scientist,Entry,Full-time,L,US,US,Finance,100,0.0,Masters
Business Intelligence Analyst,Mid,Full-time,M,US,US,Technology,0,5.6,Bachelors
AI Engineer,Senior,Full-time,M,IN,IN,Healthcare,50,12.6,Bachelors
Computer Vision Engineer,Mid,Full-time,M,CA,CA,Healthcare,0,6.7,Masters
Data Analyst,Mid,Full-time,M,GB,GB,Technology,100,4.6,Masters
Data Scientist,Senior,Full-time,S,GB,GB,Technology,100,10.9,Masters
Business Intelligence Analyst,Lead,Full-time,L,US,IN,Technology,100,14.7,Masters
Data Engineer,Lead,Full-time,M,US,US,Finance,100,13.8,Masters
Data Science Manager,Senior,Full-time,M,IN,IN,Healthcare,0,12.6,Bachelors
Analytics Engineer,Senior,Freelance,S,IN,IN,Manufacturing,100,10.0,Bachelors
Data Analyst,Entry,Full-time,M,IN,IN,Healthcare,0,4.1,Masters
AI Engineer,Mid,Full-time,S,AU,AU,Healthcare,100,4.8,Masters
Data Engineer,Senior,Full-time,L,ES,ES,Retail,100,9.0,Bachelors
LLM Engineer,Entry,Full-time,S,AU,AU,Technology,0,3.0,PhD
Research Scientist,Mid,Full-time,M,DE,AU,Technology,100,7.8,Masters
MLOps Engineer,Executive,Full-time,S,US,DE,Manufacturing,100,22.4,PhD
Data Engineer,Mid,Full-time,M,IN,IN,Finance,0,5.2,Masters
Data Scientist,Entry,Full-time,L,GB,GB,Finance,100,2.3,Bachelors
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Government,0,12.3,Bootcamp
MLOps Engineer,Mid,Full-time,M,IN,SG,Finance,100,7.0,Bootcamp
Computer Vision Engineer,Senior,Full-time,S,IN,IN,Technology,50,11.1,Masters
Data Engineer,Senior,Contract,M,PL,PL,Consulting,100,12.1,Bachelors
Machine Learning Engineer,Entry,Full-time,L,US,US,Technology,0,4.3,Masters
Business Intelligence Analyst,Entry,Contract,S,CA,CA,Media,50,5.6,Masters
Data Analyst,Senior,Contract,S,US,US,Finance,0,10.1,Bachelors
MLOps Engineer,Mid,Full-time,S,GB,GB,Consulting,100,6.8,Bachelors
Business Intelligence Analyst,Senior,Full-time,S,US,US,Education,100,8.9,Self-taught
Research Scientist,Lead,Full-time,S,BR,CA,Manufacturing,100,16.4,Bootcamp
Data Scientist,Entry,Contract,M,FR,AU,Technology,0,3.5,Bootcamp
Research Scientist,Senior,Full-time,M,GB,BR,Technology,100,9.4,Masters
Data Scientist,Senior,Contract,M,DE,DE,Finance,0,8.2,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Manufacturing,50,14.1,Bachelors
Business Intelligence Analyst,Entry,Full-time,M,US,US,Finance,0,0.4,Masters
MLOps Engineer,Mid,Full-time,M,GB,GB,Technology,0,5.8,Masters
Data Analyst,Mid,Full-time,S,SG,SG,Healthcare,50,7.1,PhD
MLOps Engineer,Lead,Full-time,M,US,US,Finance,0,12.9,Masters
AI Engineer,Entry,Full-time,S,US,US,Retail,50,4.5,Bachelors
LLM Engineer,Entry,Full-time,S,US,US,Manufacturing,50,0.4,PhD
Research Scientist,Entry,Full-time,M,AU,AU,Finance,0,1.0,Self-taught
LLM Engineer,Mid,Full-time,L,AU,AU,Technology,0,6.0,Bachelors
MLOps Engineer,Mid,Freelance,S,IN,US,Retail,100,5.2,Bachelors
Data Scientist,Senior,Full-time,M,AU,NL,Government,100,10.1,Bachelors
Machine Learning Engineer,Mid,Full-time,S,NL,NL,Technology,0,5.0,Masters
Data Scientist,Mid,Full-time,M,IN,IN,Retail,100,5.7,PhD
Data Engineer,Mid,Part-time,L,US,DE,Retail,100,5.2,Bachelors
Data Engineer,Mid,Full-time,M,US,US,Finance,100,9.6,Self-taught
Machine Learning Engineer,Mid,Full-time,M,ES,ES,Technology,100,7.0,Self-taught
Data Engineer,Mid,Freelance,S,GB,GB,Technology,0,5.5,Masters
Data Analyst,Mid,Full-time,M,DE,DE,Technology,50,5.0,Masters
Business Intelligence Analyst,Senior,Full-time,M,US,US,Healthcare,0,11.6,Self-taught
Data Scientist,Senior,Full-time,S,BR,BR,Consulting,0,9.2,Bachelors
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Retail,100,11.2,Masters
Research Scientist,Senior,Full-time,M,GB,GB,Education,0,10.9,Bachelors
Data Analyst,Senior,Part-time,L,IN,IN,Government,100,8.5,Masters
Machine Learning Engineer,Senior,Full-time,M,DE,CA,Finance,100,12.0,Bachelors
Data Engineer,Entry,Full-time,M,IN,IN,Retail,100,0.0,PhD
Business Intelligence Analyst,Entry,Contract,S,BR,BR,Finance,100,1.6,Masters
Data Scientist,Senior,Full-time,L,US,US,Government,0,4.4,Bachelors
Data Scientist,Entry,Full-time,M,IN,IN,Healthcare,0,3.6,PhD
Machine Learning Engineer,Entry,Full-time,M,FR,FR,Manufacturing,100,0.2,Bootcamp
MLOps Engineer,Entry,Contract,M,US,US,Government,0,1.4,Masters
Business Intelligence Analyst,Senior,Full-time,S,GB,GB,Healthcare,50,11.6,Bachelors
Machine Learning Engineer,Mid,Full-time,L,GB,GB,Technology,0,3.0,Bachelors
Data Science Manager,Entry,Full-time,M,FR,IN,Healthcare,100,2.0,Bachelors
Research Scientist,Senior,Full-time,L,PL,PL,Technology,50,10.4,Bootcamp
Data Science Manager,Mid,Full-time,M,IN,US,Government,100,5.4,Masters
Business Intelligence Analyst,Mid,Full-time,M,US,US,Finance,100,8.6,Bachelors
Business Intelligence Analyst,Senior,Full-time,M,DE,DE,Retail,0,11.3,Bachelors
Data Scientist,Mid,Full-time,M,IN,IN,Finance,100,8.0,Self-taught
Business Intelligence Analyst,Entry,Full-time,M,CA,CA,Technology,0,0.2,Masters
Research Scientist,Mid,Part-time,M,IN,IN,Finance,0,7.3,Bachelors
Data Scientist,Mid,Full-time,M,US,US,Technology,0,1.5,Bootcamp
Data Scientist,Senior,Full-time,M,US,US,Technology,50,10.8,Bachelors
Data Scientist,Entry,Full-time,M,AU,AU,Finance,50,1.8,Bootcamp
Machine Learning Engineer,Senior,Full-time,L,PL,US,Manufacturing,100,10.0,PhD
Data Scientist,Entry,Full-time,M,PL,PL,Media,0,0.0,Masters
Machine Learning Engineer,Lead,Full-time,M,SG,SG,Technology,100,16.2,Bachelors
Data Analyst,Mid,Full-time,M,AU,AU,Finance,100,5.6,Masters
Data Scientist,Senior,Full-time,M,PL,PL,Retail,50,8.1,Bachelors
Data Scientist,Senior,Full-time,M,SG,SG,Finance,50,10.0,PhD
Data Scientist,Lead,Full-time,M,DE,DE,Consulting,0,13.8,PhD
Business Intelligence Analyst,Mid,Full-time,M,IN,IN,Education,100,4.3,PhD
Research Scientist,Mid,Full-time,L,US,US,Consulting,0,6.1,Bachelors
Research Scientist,Lead,Contract,S,IN,IN,Consulting,0,15.7,Masters
Data Science Manager,Mid,Full-time,M,DE,DE,Technology,50,4.4,Bachelors
AI Engineer,Entry,Full-time,S,US,US,Healthcare,50,0.0,Masters
Computer Vision Engineer,Senior,Full-time,L,US,US,Finance,50,12.9,Masters
Research Scientist,Mid,Full-time,L,NL,NL,Consulting,50,7.3,Bachelors
Machine Learning Engineer,Mid,Full-time,M,SG,SG,Technology,100,5.6,Masters
MLOps Engineer,Mid,Full-time,M,GB,GB,Manufacturing,100,10.0,Masters
Machine Learning Engineer,Mid,Full-time,S,CA,IN,Manufacturing,0,6.7,Bachelors
Data Analyst,Senior,Full-time,L,DE,BR,Finance,100,11.9,Masters
Data Scientist,Lead,Full-time,L,US,US,Technology,0,13.5,Masters
Computer Vision Engineer,Lead,Full-time,M,ES,ES,Manufacturing,100,13.8,PhD
Data Engineer,Mid,Contract,S,FR,FR,Media,0,9.3,Bachelors
LLM Engineer,Senior,Full-time,S,IN,IN,Finance,0,11.7,Self-taught
Machine Learning Engineer,Mid,Full-time,M,US,PL,Energy,0,4.4,Masters
Data Scientist,Mid,Full-time,M,ES,ES,Finance,0,4.2,Masters
AI Engineer,Entry,Full-time,S,BR,BR,Retail,50,3.4,Masters
Data Scientist,Lead,Full-time,M,US,US,Education,50,16.5,PhD
MLOps Engineer,Mid,Full-time,S,US,US,Technology,100,4.0,Masters
Data Engineer,Mid,Full-time,L,US,US,Finance,50,3.2,Masters
Analytics Engineer,Lead,Full-time,S,US,US,Finance,50,12.2,Masters
Data Scientist,Senior,Full-time,M,GB,GB,Technology,50,13.3,Bachelors
Data Scientist,Senior,Full-time,M,GB,US,Healthcare,50,11.0,Bachelors
Data Scientist,Lead,Freelance,L,US,US,Technology,50,13.4,Bootcamp
Computer Vision Engineer,Entry,Full-time,M,DE,DE,Energy,0,4.5,Masters
Data Analyst,Senior,Full-time,M,BR,BR,Finance,50,8.3,Bachelors
AI Engineer,Lead,Full-time,S,DE,DE,Technology,0,16.3,Bachelors
Data Engineer,Entry,Part-time,M,SG,SG,Retail,100,2.7,Bootcamp
Data Analyst,Mid,Full-time,L,CA,CA,Retail,0,5.5,Bootcamp
Data Analyst,Mid,Full-time,M,GB,GB,Education,0,6.4,Bachelors
AI Engineer,Mid,Contract,M,US,US,Education,100,5.3,Bachelors
Machine Learning Engineer,Mid,Full-time,L,US,US,Retail,0,5.9,PhD
Data Science Manager,Mid,Full-time,S,IN,IN,Retail,0,11.0,Bachelors
LLM Engineer,Mid,Full-time,M,US,US,Energy,50,6.0,Masters
LLM Engineer,Mid,Full-time,M,US,GB,Technology,100,2.3,Bachelors
Data Scientist,Mid,Full-time,L,IN,US,Manufacturing,0,7.8,Masters
Machine Learning Engineer,Mid,Full-time,M,GB,GB,Consulting,50,5.1,Bachelors
Data Scientist,Entry,Full-time,M,US,US,Education,0,1.2,Bootcamp
LLM Engineer,Entry,Contract,M,AU,AU,Retail,0,5.3,Bachelors
Data Analyst,Senior,Full-time,L,US,ES,Consulting,100,10.7,Bootcamp
Machine Learning Engineer,Lead,Full-time,M,IN,IN,Retail,0,13.2,Masters
Data Analyst,Senior,Full-time,L,SG,SG,Healthcare,50,8.9,Masters
Data Scientist,Senior,Full-time,M,BR,DE,Technology,100,9.9,Masters
Data Science Manager,Entry,Full-time,S,GB,US,Consulting,50,3.1,Masters
AI Engineer,Senior,Full-time,L,US,US,Consulting,0,11.9,PhD
Machine Learning Engineer,Executive,Full-time,M,CA,CA,Technology,50,21.5,Masters
Analytics Engineer,Lead,Freelance,M,US,US,Technology,50,15.8,Masters
Machine Learning Engineer,Entry,Full-time,S,CA,CA,Finance,0,4.5,Self-taught
LLM Engineer,Entry,Full-time,M,US,US,Retail,50,0.8,Masters
LLM Engineer,Mid,Freelance,S,IN,IN,Media,50,5.2,Bachelors
Data Scientist,Entry,Full-time,L,IN,IN,Healthcare,100,3.0,Masters
Machine Learning Engineer,Executive,Full-time,M,IN,IN,Technology,50,17.7,Bachelors
Data Scientist,Entry,Full-time,M,FR,ES,Media,100,2.0,Masters
Data Engineer,Mid,Full-time,M,IN,IN,Healthcare,0,6.0,Masters
Data Engineer,Executive,Full-time,M,NL,NL,Technology,50,20.2,Bachelors
Analytics Engineer,Lead,Full-time,S,US,US,Consulting,0,13.2,Bachelors
Data Analyst,Senior,Full-time,L,CA,CA,Technology,100,10.9,Bachelors
AI Engineer,Mid,Full-time,M,IN,IN,Retail,0,7.7,Masters
Machine Learning Engineer,Senior,Full-time,M,US,US,Manufacturing,50,6.0,PhD
LLM Engineer,Mid,Full-time,M,IN,IN,Retail,0,9.9,PhD
LLM Engineer,Entry,Full-time,S,IN,IN,Manufacturing,100,3.6,Self-taught
Data Scientist,Senior,Full-time,S,IN,IN,Government,0,11.9,Masters
Analytics Engineer,Entry,Full-time,L,DE,DE,Technology,50,3.0,Bachelors
Data Scientist,Mid,Full-time,S,US,US,Retail,0,6.5,Masters
Research Scientist,Lead,Full-time,M,US,US,Healthcare,100,13.6,Bootcamp
Data Scientist,Entry,Full-time,M,US,US,Healthcare,0,0.4,Bachelors
Data Scientist,Senior,Full-time,M,ES,ES,Education,0,11.0,PhD
Computer Vision Engineer,Mid,Full-time,L,IN,IN,Technology,0,10.0,Self-taught
Business Intelligence Analyst,Senior,Full-time,S,IN,IN,Energy,50,8.9,Masters
Machine Learning Engineer,Mid,Full-time,L,US,US,Technology,50,6.5,Masters
Data Analyst,Mid,Contract,M,US,US,Technology,0,7.4,Bachelors
Data Analyst,Senior,Full-time,M,NL,NL,Education,100,8.8,Masters
Data Engineer,Lead,Full-time,L,US,US,Technology,0,14.1,Masters
Data Engineer,Entry,Contract,S,US,US,Media,0,0.1,Self-taught
Data Scientist,Senior,Full-time,M,IN,IN,Healthcare,50,8.8,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Consulting,50,7.0,Masters
Data Scientist,Senior,Full-time,S,US,US,Technology,0,9.5,Masters
Data Scientist,Lead,Full-time,S,CA,CA,Technology,0,12.8,Bachelors
Business Intelligence Analyst,Senior,Full-time,L,US,US,Technology,0,10.6,PhD
Research Scientist,Mid,Full-time,L,US,NL,Technology,100,6.7,Bachelors
Analytics Engineer,Entry,Full-time,M,US,US,Technology,50,0.0,Bootcamp
MLOps Engineer,Mid,Full-time,L,IN,IN,Healthcare,0,5.9,Bachelors
Data Engineer,Lead,Full-time,M,US,US,Media,50,15.7,Bachelors
Research Scientist,Senior,Full-time,L,IN,IN,Healthcare,100,12.7,Masters
Business Intelligence Analyst,Mid,Contract,L,GB,GB,Education,0,7.6,Bachelors
Computer Vision Engineer,Senior,Full-time,M,US,US,Retail,0,12.3,Masters
Machine Learning Engineer,Senior,Full-time,S,PL,PL,Manufacturing,0,11.0,Self-taught
Business Intelligence Analyst,Senior,Full-time,M,US,US,Healthcare,50,13.0,Bachelors
Analytics Engineer,Entry,Contract,L,IN,US,Healthcare,100,2.8,Masters
Data Analyst,Entry,Full-time,M,AU,AU,Technology,50,0.5,Bachelors
AI Engineer,Senior,Full-time,M,US,US,Energy,0,7.6,Bootcamp
Data Engineer,Lead,Full-time,M,SG,SG,Finance,50,17.9,Masters
Data Analyst,Entry,Full-time,M,PL,PL,Technology,0,4.3,Self-taught
Machine Learning Engineer,Senior,Full-time,M,US,US,Technology,100,9.8,PhD
AI Engineer,Lead,Full-time,M,US,US,Consulting,0,11.9,Masters
Data Scientist,Mid,Full-time,M,SG,SG,Finance,50,6.1,Bachelors
Data Engineer,Entry,Full-time,L,NL,NL,Technology,100,4.1,Masters
Data Engineer,Mid,Full-time,M,IN,US,Technology,50,5.5,Masters
Data Analyst,Entry,Full-time,M,DE,DE,Media,100,3.3,Bachelors
MLOps Engineer,Lead,Full-time,M,US,US,Finance,50,13.7,Bachelors
Data Analyst,Mid,Contract,M,US,US,Government,50,10.6,Bachelors
AI Engineer,Senior,Full-time,M,FR,FR,Technology,50,12.4,Bootcamp
LLM Engineer,Mid,Full-time,L,IN,IN,Healthcare,50,6.9,Masters
Computer Vision Engineer,Senior,Full-time,S,AU,AU,Technology,100,7.5,Bootcamp
Data Analyst,Mid,Part-time,S,GB,GB,Finance,100,4.3,Bachelors
Data Analyst,Senior,Full-time,M,AU,AU,Technology,50,8.6,Bachelors
Data Analyst,Mid,Full-time,L,US,US,Technology,100,5.7,Masters
Data Engineer,Lead,Contract,S,US,US,Finance,0,15.5,Bachelors
Data Engineer,Senior,Full-time,S,US,US,Finance,0,8.5,Bachelors
MLOps Engineer,Entry,Full-time,M,PL,PL,Retail,50,2.3,Bachelors
Machine Learning Engineer,Senior,Full-time,S,CA,CA,Technology,0,9.2,Bachelors
Data Scientist,Mid,Part-time,L,US,US,Energy,100,5.2,Masters
Data Analyst,Mid,Full-time,M,DE,DE,Technology,50,7.4,Bachelors
Data Analyst,Senior,Full-time,M,CA,CA,Consulting,50,9.0,PhD
Analytics Engineer,Mid,Full-time,S,DE,DE,Healthcare,50,6.4,Bootcamp
Data Scientist,Mid,Full-time,M,US,US,Healthcare,0,5.3,Bachelors
Data Scientist,Entry,Full-time,M,FR,FR,Retail,100,1.8,Masters
Research Scientist,Senior,Full-time,M,AU,AU,Government,0,7.1,Bachelors
Data Scientist,Entry,Full-time,S,IN,IN,Retail,100,5.1,Bachelors
MLOps Engineer,Entry,Part-time,M,US,US,Finance,50,1.9,Masters
Data Analyst,Mid,Full-time,M,IN,IN,Consulting,50,8.8,PhD
Research Scientist,Entry,Full-time,S,US,US,Consulting,100,0.5,Bachelors
Data Engineer,Senior,Full-time,M,CA,CA,Retail,0,12.3,Masters
Data Scientist,Mid,Full-time,M,DE,DE,Consulting,0,9.0,PhD
MLOps Engineer,Mid,Freelance,S,IN,IN,Technology,50,5.8,Self-taught
Data Scientist,Entry,Full-time,M,US,US,Finance,50,5.3,Masters
Analytics Engineer,Lead,Full-time,L,US,US,Consulting,0,16.5,Masters
Business Intelligence Analyst,Senior,Freelance,L,FR,FR,Technology,100,10.0,Self-taught
Data Analyst,Entry,Full-time,S,US,US,Healthcare,50,5.2,Masters
Machine Learning Engineer,Lead,Full-time,L,US,CA,Technology,0,18.1,Bachelors
MLOps Engineer,Lead,Contract,S,IN,IN,Government,100,13.5,Bachelors
Data Engineer,Entry,Contract,S,DE,DE,Technology,50,5.9,Bachelors
AI Engineer,Lead,Full-time,S,CA,CA,Finance,0,12.5,PhD
Data Scientist,Senior,Freelance,M,IN,IN,Technology,0,10.5,Bachelors
Data Engineer,Mid,Full-time,L,DE,DE,Technology,50,5.4,Bachelors
Data Engineer,Mid,Part-time,M,DE,DE,Government,50,7.4,Bachelors
Research Scientist,Senior,Full-time,L,GB,BR,Technology,100,4.9,Self-taught
AI Engineer,Entry,Freelance,L,DE,DE,Education,50,0.1,Self-taught
MLOps Engineer,Mid,Full-time,L,US,US,Technology,100,3.1,PhD
Business Intelligence Analyst,Mid,Full-time,S,IN,IN,Technology,50,8.0,Bachelors
Computer Vision Engineer,Entry,Part-time,M,DE,DE,Technology,0,1.3,Masters
Data Scientist,Senior,Full-time,M,US,US,Retail,100,11.5,Bachelors
Research Scientist,Entry,Full-time,S,FR,FR,Technology,100,1.4,Bachelors
Data Engineer,Entry,Full-time,M,SG,DE,Technology,100,1.0,Bachelors
Data Engineer,Lead,Full-time,S,US,US,Finance,50,15.6,Bootcamp
LLM Engineer,Entry,Contract,S,NL,NL,Technology,50,0.0,Bachelors
Machine Learning Engineer,Senior,Freelance,S,GB,GB,Energy,0,9.3,Masters
Machine Learning Engineer,Senior,Full-time,L,CA,CA,Manufacturing,50,10.4,Bachelors
Data Analyst,Mid,Freelance,S,GB,GB,Healthcare,100,9.0,Masters
Analytics Engineer,Mid,Part-time,M,US,US,Finance,100,8.5,Masters
Business Intelligence Analyst,Senior,Full-time,M,US,US,Finance,100,13.0,Masters
Research Scientist,Lead,Full-time,M,SG,SG,Retail,0,14.8,PhD
MLOps Engineer,Senior,Freelance,M,PL,PL,Finance,0,9.7,PhD
Data Scientist,Lead,Full-time,M,CA,CA,Retail,100,14.8,PhD
Data Engineer,Lead,Freelance,S,GB,GB,Technology,0,14.9,Masters
Machine Learning Engineer,Lead,Full-time,M,IN,IN,Consulting,0,12.8,Masters
Analytics Engineer,Senior,Full-time,M,GB,GB,Finance,0,9.8,PhD
Data Scientist,Entry,Full-time,M,CA,CA,Healthcare,0,4.8,Bootcamp
Data Analyst,Mid,Full-time,L,US,US,Finance,0,6.8,Masters
Data Science Manager,Mid,Full-time,L,IN,IN,Technology,50,6.5,Masters
Data Scientist,Entry,Full-time,S,US,US,Technology,100,2.7,Bachelors
MLOps Engineer,Mid,Full-time,M,US,ES,Finance,100,5.1,Bachelors
Machine Learning Engineer,Mid,Full-time,M,AU,AU,Finance,100,6.2,Masters
Business Intelligence Analyst,Mid,Full-time,M,AU,AU,Technology,100,5.1,Bachelors
Data Scientist,Entry,Contract,S,CA,CA,Retail,50,1.5,Bootcamp
MLOps Engineer,Mid,Contract,M,IN,IN,Education,100,5.6,Bachelors
Computer Vision Engineer,Mid,Full-time,M,US,US,Manufacturing,50,8.2,Masters
MLOps Engineer,Senior,Full-time,L,CA,DE,Healthcare,100,10.5,Masters
Data Engineer,Entry,Part-time,S,GB,GB,Technology,50,1.4,Masters
Data Science Manager,Lead,Full-time,S,US,US,Finance,50,12.8,PhD
LLM Engineer,Mid,Full-time,M,FR,PL,Technology,100,7.6,Masters
Research Scientist,Entry,Contract,S,IN,US,Retail,100,0.8,PhD
Data Analyst,Mid,Full-time,L,IN,IN,Consulting,100,5.7,Bachelors
Analytics Engineer,Entry,Full-time,M,FR,DE,Healthcare,100,1.2,Bachelors
Business Intelligence Analyst,Senior,Full-time,S,SG,SG,Finance,0,10.3,Bachelors
Research Scientist,Entry,Full-time,M,GB,GB,Technology,0,0.8,Self-taught
Data Engineer,Lead,Full-time,S,US,US,Media,50,12.4,Masters
Data Science Manager,Entry,Full-time,L,ES,ES,Media,50,0.0,Bachelors
Data Scientist,Senior,Full-time,M,DE,DE,Technology,0,11.2,Masters
Data Engineer,Mid,Full-time,M,ES,ES,Technology,0,10.0,Masters
Data Science Manager,Mid,Full-time,M,IN,IN,Finance,100,3.8,Masters
AI Engineer,Lead,Full-time,S,NL,NL,Consulting,50,16.2,Bachelors
Data Scientist,Entry,Full-time,L,US,US,Retail,0,2.9,Masters
AI Engineer,Lead,Full-time,M,US,US,Technology,100,14.4,Self-taught
Data Science Manager,Mid,Full-time,L,GB,US,Technology,50,5.2,Bachelors
Computer Vision Engineer,Senior,Full-time,M,NL,NL,Consulting,0,11.3,Bachelors
Data Engineer,Mid,Full-time,M,BR,BR,Finance,100,6.1,Bachelors
Data Analyst,Senior,Freelance,S,US,US,Technology,0,11.4,Bootcamp
Data Analyst,Senior,Full-time,L,US,US,Consulting,0,10.0,Bachelors
Data Analyst,Mid,Full-time,S,SG,SG,Education,0,8.4,Masters
Data Analyst,Lead,Full-time,M,GB,GB,Healthcare,50,13.5,PhD
Data Engineer,Senior,Full-time,M,IN,PL,Finance,50,7.2,Masters
Analytics Engineer,Senior,Full-time,M,US,US,Education,50,10.2,Bachelors
Machine Learning Engineer,Entry,Full-time,M,SG,SG,Technology,50,0.4,Bachelors
Data Analyst,Senior,Full-time,M,US,US,Manufacturing,50,10.5,Bachelors
LLM Engineer,Senior,Full-time,M,FR,FR,Manufacturing,100,9.9,PhD
Machine Learning Engineer,Mid,Full-time,M,IN,IN,Consulting,0,7.0,Bootcamp
Data Analyst,Entry,Full-time,M,BR,BR,Retail,0,2.8,PhD
AI Engineer,Mid,Full-time,L,NL,NL,Healthcare,0,6.2,Masters
Data Scientist,Lead,Full-time,M,US,GB,Manufacturing,100,15.2,Masters
Data Scientist,Entry,Full-time,L,IN,IN,Technology,50,3.1,Bootcamp
Analytics Engineer,Entry,Full-time,L,US,DE,Finance,0,0.8,Masters
Data Engineer,Entry,Full-time,L,IN,IN,Technology,0,4.3,Bachelors
AI Engineer,Mid,Full-time,M,US,US,Healthcare,0,6.4,Masters
Machine Learning Engineer,Entry,Part-time,L,US,US,Government,0,0.0,Bachelors
Data Science Manager,Entry,Freelance,S,CA,GB,Finance,0,3.5,Bachelors
Data Scientist,Entry,Full-time,M,GB,GB,Technology,100,3.0,Bootcamp
Data Science Manager,Senior,Full-time,S,CA,CA,Technology,50,10.6,Bachelors
MLOps Engineer,Lead,Full-time,L,SG,SG,Healthcare,50,13.8,Bachelors
Data Science Manager,Lead,Full-time,L,NL,CA,Consulting,100,14.6,PhD
Data Analyst,Entry,Full-time,S,DE,NL,Finance,100,3.1,Bachelors
Data Engineer,Senior,Full-time,M,SG,SG,Healthcare,100,7.5,Bachelors
Data Scientist,Senior,Contract,M,IN,IN,Consulting,50,10.6,Masters
Data Science Manager,Entry,Full-time,L,US,US,Consulting,0,1.3,Masters
Data Engineer,Lead,Full-time,L,AU,AU,Technology,100,15.6,Masters
Data Analyst,Lead,Part-time,M,ES,ES,Finance,0,18.2,Masters
AI Engineer,Mid,Full-time,M,BR,BR,Retail,0,5.4,Bootcamp
Business Intelligence Analyst,Lead,Part-time,M,US,DE,Technology,0,16.5,Masters
AI Engineer,Senior,Full-time,L,DE,DE,Finance,100,12.8,Bachelors
Data Scientist,Mid,Full-time,M,IN,IN,Technology,100,7.0,Bachelors
Data Engineer,Entry,Full-time,M,US,US,Finance,100,5.2,Masters
